Keyword,Score,Boosted_Score
lowest rates lowest,4,4
exclus,4,4
security ability,4,4
impact,4,4
miyulasi,4,4
parent immediate,4,4
borrowers eligible open,4,4
salaried employee,4,4
prior prev,4,4
mattes board,4,4
lanka collaboration,4,4
avurudu celebrations,4,4
social media brand,4,4
chief executive officer,4,4
possible rates efficient,4,4
audience,4,4
runnerup,4,4
best work places,4,4
ibsl fs higher,4,4
gawaranmana,4,4
doorstep service,4,4
monthly account,4,4
businessman expand,4,4
customercentric financial,4,4
talk fulfil dream,4,4
person age years,4,4
today wide varied,4,4
company capability repay,4,4
specifically instil,4,4
country eligible,4,4
best workplace,4,4
card customer relationship,4,4
asia best,4,4
homegrown achievements,4,4
legal,4,4
solution especially,4,4
sinhala tamil english,4,4
uk master,4,4
mechanism,4,4
place area largest,4,4
innovative initiative mehewara,4,4
manager abeywickrama,4,4
environmental sustainability,4,4
lead,4,4
aids,4,4
rewards winners christmas,4,4
baker tilly,4,4
framework,4,4
masses,4,4
avurudu games closer,4,4
relationship priorities,4,4
awards ceremony,4,4
best large,4,4
participate monitor,4,4
asia asia,4,4
workspace,4,4
malaviachchilage,4,4
facilities management,4,4
entrepreneurs knowledge skill,4,4
nikaweratiya branch shifts,4,4
right tools,4,4
branch shifts new,4,4
political science,4,4
exchange,4,4
plc proudly,4,4
new website,4,4
achini liyanage,4,4
future weddings,4,4
scheme increase,4,4
series,4,4
ape gedara,4,4
male female,4,4
sound fundamentals,4,4
markets currently,4,4
electronics telecommunications class,4,4
technology systems services,4,4
performance,4,4
new buildings restaurant,4,4
plc significant,4,4
nd consecutive year,4,4
plan gold,4,4
lakshman,4,4
head department,4,4
human touch,4,4
kumara,4,4
payment,4,4
narrow,4,4
lakshman jayasinghe,4,4
palitha,4,4
sector tourism,4,4
agm head,4,4
tax regulation,4,4
knowledge expertise strong,4,4
internal,4,4
experience hnb,4,4
nonexecutive director,4,4
manager strategy implementation,4,4
plc successfully,4,4
sri,4,4
loan repayment performance,3,3
Ombudsman Business hours,3,3
satisfaction loan repayment,3,3
Applicable legal provisions,3,3
Lanka Sri Lanka,3,3
Sri Lanka Sri,3,3
company Board,3,3
customer satisfaction loan,3,3
Key contact details,3,3
residence Business registrations,3,3
permanent residence Business,3,3
significant step,3,3
market local citizens,3,3
great investment opportunity,3,3
assistance HNB,3,3
Lankan market,3,3
Recent banks,3,3
Pathirage NonIndependent,3,3
Diploma Micro,3,3
Loans Higher,3,3
IBSL Sujith,3,3
Financial Ombudsman Business,3,3
Complaint procedure,3,3
sector Sri,3,3
Northern region,3,3
Alternate Director,3,3
scheme HNB,3,3
Condominium Developers Association,3,3
Institute ofManagement Accountants,3,3
Loans scheme,3,3
safest easiest,3,3
Seylan Bank,3,3
easily,3,3
board positions,3,3
syndicate debt finance,3,3
satisfactory,3,3
service Main term,3,3
Products LFCs,3,3
applicable periodic statement,3,3
Road Nochchiyagama,3,3
Ernst Young,3,3
Senior Manager Payments,3,3
NonExecutive Director Pathirage,3,3
Pathirage,3,3
conditions Applicable legal,3,3
latest financial,3,3
service Complaint,3,3
Division SRCC fund,3,3
Cash mCash,3,3
Commercial Revenue,3,3
signs Mirihana,3,3
Cooray Assistant,3,3
Field Executive Officer,3,3
Legal Branch Manager,3,3
Manager Manager Recovery,3,3
Charika programme HNB,3,3
facility assists,3,3
Rupavahini Corporation,3,3
Daskam,3,3
General Sri,3,3
Revenue Tariff,3,3
Cash,3,3
Official,3,3
Minister Office,3,3
Division SRCC,3,3
contact form,3,3
License,3,3
dresses traditional,3,3
License Business,3,3
Business License Business,3,3
Professional Managers,3,3
Solutions,3,3
Higher Education Centre,3,3
FINANCE stages,3,3
interest rates penalties,3,3
Udawaththe HOD,3,3
loan instalments,3,3
HNBF branch,3,3
Chartered Institute ofManagement,3,3
devices client,3,3
Finance Fixed,3,3
back,3,3
attractive interest rate,3,3
attractive interest,3,3
Key contact,3,3
gift package,3,3
Day Eld,3,3
Samarasinghe Board,3,3
Minor Major,3,3
Major,3,3
interest rate,3,3
Minor,3,3
Sri Lanka Set,3,3
country Northern,3,3
specifications Key,3,3
region Sri,3,3
HOD Competency,3,3
Padaviya branch Sri,3,3
Business Accounting,3,3
premature withdrawal termination,3,3
Executive Diploma,3,3
Ability,3,3
Australia Pty,3,3
Nedunkerni Open Weekdays,3,3
Newly,3,3
Reward Points Programme,3,3
Points Programme Earn,3,3
among top,3,3
Padaviya Branch,3,3
Programme Earn points,3,3
Savings exclusive,3,3
Investments Finance,3,3
Mawatha,3,3
Branch Bandaranayake,3,3
Branch Bandaranayake Mawatha,3,3
storm Annual Report,3,3
storm Annual,3,3
money financial,3,3
egg,3,3
convenience online,3,3
PLC Nawala,3,3
institution individual,3,3
Accounting Post,3,3
MBA specialized,3,3
minimum balance transfer,3,3
Footprint,3,3
Junction Mullaitivu Road,3,3
Information BSc Hon,3,3
Document Gold Loan,3,3
Senanayake,3,3
Branch Oddusudan Junction,3,3
Oddusudan Junction,3,3
private sector,3,3
Borella Branch,3,3
reality Nivahana,3,3
Post Graduate,3,3
Finance ready,3,3
Business Finance,3,3
Facts,3,3
Plan Gold,3,3
Plan,3,3
Colombo Open,3,3
Cardiff Metropolitan University,3,3
Kumari Dedunu Kumari,3,3
Dedunu Kumari Dedunu,3,3
SEO,3,3
Sikkim,3,3
full potential HNB,3,3
conscious,3,3
potential HNB,3,3
Special Honors,3,3
informed,3,3
Requirements Individual Clients,3,3
Search Engine,3,3
Loan customers,3,3
unique,3,3
Good Governance,3,3
man,3,3
job,3,3
Protection Framework Good,3,3
Jayawardena,3,3
University India,3,3
Nochchiyagama Branch,3,3
Polamarasetty Independent NonExecutive,3,3
Chairman Executive Director,3,3
property Penalties,3,3
early settlement charges,3,3
cards financial,3,3
cards financial instruments,3,3
SEM,3,3
commercial institution,3,3
Financial Intelligence Unit,3,3
reasonable period,3,3
gift scheme solely,3,3
Saving Account,3,3
Retail Distribution,3,3
Information Technology SLIIT,3,3
Rajive,3,3
Assurance Agreement,3,3
Lanka fourth,3,3
Branch Oddusudan,3,3
FINANCE HNB network,3,3
Developers Association Sri,3,3
Sikkim Manipal,3,3
Branch Puttalam,3,3
Training Education,3,3
Mathugama branch Addressing,3,3
Training,3,3
Nochchiyagama Open,3,3
leisure,3,3
Distribution Travel,3,3
Awards Committee,3,3
Nuwara,3,3
offerings Company,3,3
financial reporting standards,3,3
Eliya,3,3
Belt Holder CLSSBB,3,3
DGM Chief Recovery,3,3
officer HNB,3,3
FINANCE pledges,3,3
Public Commissioner,3,3
fortifies protective measures,3,3
Faculty Law,3,3
Bachelor Laws,3,3
customer incomplete,3,3
Laws Degree,3,3
signatures blank,3,3
incomplete documents,3,3
Solutions Key,3,3
duly,3,3
signatures,3,3
Transactions Legal Aspect,3,3
Branch Horana,3,3
Alternate Dispute Resolution,3,3
Finance employees,3,3
voluntary contributions,3,3
Financial Transactions Legal,3,3
Horana road,3,3
Branch Thunukkai,3,3
road Panadura,3,3
Tenure Monthly,3,3
Company Secretary,3,3
Colombo threewheelers,3,3
Gunasinghe,3,3
CNCI,3,3
wealth knowledge,3,3
solid financial,3,3
financial background,3,3
solid financial background,3,3
background wealth,3,3
CEO LOLC,3,3
case study,3,3
LOLC Micro,3,3
Day exciting,3,3
purpose date,3,3
humanitarian outreach,3,3
Projects humanitarian,3,3
humanitarian outreach program,3,3
outreach program,3,3
Masters Programme,3,3
Business School,3,3
stages strong,3,3
credentials,3,3
Mallavi Open,3,3
funding,3,3
highest quality service,3,3
base interest rates,3,3
Kegalle Open,3,3
Black Belt Holder,3,3
sticky niche markets,3,3
Traditional occupations,3,3
Accounting Standards Board,3,3
Kumara,3,3
Bus Stand,3,3
Branch Bus Stand,3,3
HOD Micro,3,3
hattrick SLT,3,3
golden,3,3
hotel staf,3,3
adjoining grocery,3,3
Molagoda,3,3
HNB Finance General,3,3
Finance ATM,3,3
International Accounting Standards,3,3
year resolutions,3,3
Anuradhapura,3,3
reinforces service,3,3
Reality world,3,3
reinforces service offering,3,3
champions environmental responsibility,3,3
tax advisory services,3,3
Rates Policy,3,3
incentive,3,3
Loans KFD,3,3
Women Day Sri,3,3
Scheme HNB,3,3
Relevance,3,3
Muthubanda Muthubanda,3,3
vision Sri Lanka,3,3
Innovation Respect,3,3
digital vision Sri,3,3
Progressively,3,3
Energistically,3,3
FINANCE Tony,3,3
sticky niche,3,3
Flexible,3,3
Procedure,3,3
Report HNB,3,3
Digital Awards Sri,3,3
Gold Plan Buy,3,3
Cooray AGM,3,3
Head Channel,3,3
Miraj,3,3
world today,3,3
plastic,3,3
Day Sri Lanka,3,3
Maturity Months,3,3
School case,3,3
Brahmanage,3,3
Ground Floor,3,3
Wheel Alignment,3,3
Resource Officer,3,3
Nonbanking Financial sector,3,3
Marketer CPM status,3,3
Wheel,3,3
Senior Manager Head,3,3
Heights,3,3
repayment interestfree,3,3
Bank statement,3,3
years Bank statement,3,3
relevant,3,3
main priorities,3,3
regulatory authorities,3,3
Korea,3,3
year Leading Sri,3,3
small wheel,3,3
Gimnada Perera,3,3
Consumer Brands,3,3
top Valuable,3,3
member Gold,3,3
department scratch,3,3
Floor Ground Floor,3,3
Fernando Deputy,3,3
Branch Thunukkai road,3,3
Ground Floor Agalawatta,3,3
Field Manager Manager,3,3
Loans Higher education,3,3
Agalawatta Road,3,3
Certified Professional,3,3
Advanced Diploma,3,3
Chief Strategy Officer,3,3
Overview financial,3,3
Women,3,3
GDPR Data,3,3
FINANCE road,3,3
organisation HNB Finance,3,3
students Wadinagala,3,3
advanced recoveries strategies,3,3
Alignment Centre,3,3
Finance oasis,3,3
Anthony Wheel,3,3
Nugathalawa,3,3
advanced recoveries,3,3
highquality service,3,3
Floor Ground,3,3
strategies highquality,3,3
Kumara Chief,3,3
Finance Board,3,3
Directors effective,3,3
HOD Recoveries,3,3
capacity HNB,3,3
influence immensely,3,3
Cooray DGM,3,3
highly Great,3,3
Flexibility HNB Finance,3,3
loan scheme Key,3,3
officers customer,3,3
loan scheme Requirements,3,3
Chief Recovery,3,3
Finance acquisition Sri,3,3
acquisition Sri Lanka,3,3
DGM Chief,3,3
Marawila Sri Lanka,3,3
Questions,3,3
Awards Arcturus,3,3
gold awards,3,3
FINANCE fortifies,3,3
Thunukkai road,3,3
road Mallavi Open,3,3
Premalal NonIndependent,3,3
Panadura Branch,3,3
Amount Rate,3,3
AER,3,3
Institute HNB FINANCE,3,3
measures Colombo,3,3
Valuable Consumer,3,3
Brands Sri,3,3
Special protocols,3,3
Sri Lanka Affirming,3,3
service Special,3,3
highly experienced staff,3,3
Achiever,3,3
digital realm,3,3
Mahawatta area,3,3
Clients Business,3,3
Personal Information,3,3
Corporate Clients,3,3
Manager Planning Analytics,3,3
University Colombo,3,3
Financial Reporting Thushara,3,3
Senior Manager Planning,3,3
experience Telco,3,3
Finance industry,3,3
years marketing,3,3
Work Institute HNB,3,3
monthly earnings,3,3
Savings Branches,3,3
Sri Jayewardenepura Master,3,3
specific web,3,3
individual browser options,3,3
number contents,3,3
track record,3,3
clusters asset,3,3
Employee Training,3,3
Lankans HNB,3,3
Ceylon Dankotuwa,3,3
Managers fuel,3,3
PLC Merchant Bank,3,3
dream home home,3,3
good work etics,3,3
Marawila part,3,3
Jayaweera Board,3,3
products services Unduly,3,3
Iranganie,3,3
Sameera,3,3
Executive,3,3
Key Ability,3,3
SRF Prior,3,3
portfolio loss,3,3
asset disposal,3,3
management specific,3,3
responsible business,3,3
valuation strategic team,3,3
City,3,3
keen focus,3,3
Loans Micro,3,3
SSE communities,3,3
short period,3,3
Conditions Terms,3,3
Maritime Services Pvt,3,3
Sector specialist,3,3
seamless remittance facilities,3,3
Technology Officer,3,3
special leasing campaign,3,3
SLIM,3,3
Finance overseeing team,3,3
bigger,3,3
Picture Annual,3,3
Wisthare special leasing,3,3
finance service provider,3,3
Remuneration Policy Board,3,3
address phone,3,3
dynamic landscape,3,3
location HNB,3,3
market trends,3,3
products services Signing,3,3
proudly,3,3
PLC effect,3,3
Muthubanda,3,3
respective websites,3,3
Branch Kalpitiya Road,3,3
professional Doctorate,3,3
Road Norochchole Open,3,3
Dreams,3,3
Treatment Customers,3,3
Kalpitiya Road,3,3
Branch Kalpitiya,3,3
hosts hybrid,3,3
Reality,3,3
problem,3,3
Norochchole Branch,3,3
Road Norochchole,3,3
office recently,3,3
Private Limited Bhoomi,3,3
Fair,3,3
Treatment,3,3
innovative hybrid virtual,3,3
FINANCE partners MoneyGram,3,3
Australia CMA AUS,3,3
Manager Liability Sales,3,3
financial services sector,3,3
Accounting Business Mathematics,3,3
Independent Director,3,3
phone number,3,3
City Branch,3,3
work Sri,3,3
Ella,3,3
Business Mathematics Statistics,3,3
Money Remittance,3,3
island HNB,3,3
professional experience positions,3,3
extensive professional experience,3,3
Financial Accounting Business,3,3
background Master,3,3
Badulla,3,3
Independence Financial,3,3
Social Fund,3,3
Financial Accounting,3,3
Accounting Business,3,3
Business Mathematics,3,3
Financial Independence Financial,3,3
Key features,3,3
Independence Financial independence,3,3
highly capable leader,3,3
Perera,3,3
Senior Associate,3,3
NonIndependent,3,3
customer account Effective,3,3
dedicated employees,3,3
Donates,3,3
Loans Key Fact,3,3
PAT Sri,3,3
Kathriarachchi,3,3
time money,3,3
Birth Certificate,3,3
prestigious legacy,3,3
Finance records,3,3
recently Ape,3,3
degree Commerce,3,3
time inform,3,3
NonIndependent Non Executive,3,3
aroma,3,3
Panel Lawyer,3,3
initial article,3,3
Manager Facilities,3,3
nonfinancial reporting aspects,3,3
performance dedication work,3,3
Marawila,3,3
Bronze SLIM,3,3
TisseraIndependent,3,3
contemporary competition,3,3
CSR projects,3,3
Parent Legal,3,3
traditional Avurudu games,3,3
James,3,3
dedication ethic,3,3
MoneyGram seamless,3,3
Eraj,3,3
facilities Sri,3,3
Operations,3,3
Bronze Award,3,3
Women Day,3,3
external,3,3
Personal Identifiable Information,3,3
Diriya members,3,3
Christmas season,3,3
Personal Identifiable,3,3
Deposit Key,3,3
Avurudu Games,3,3
honour companies,3,3
SLIM DIGI,3,3
Identifiable Information,3,3
ethic,3,3
Int,3,3
Pannipitiya hungerinducing,3,3
period time,3,3
strongly,3,3
theft suspicious,3,3
terms time,3,3
Maharagama Branch,3,3
Bimal,3,3
Christmas,3,3
Assurance HNB,3,3
Agility Consulting Services,3,3
Children Savings Key,3,3
present capacity,3,3
Child,3,3
Road Maharagama,3,3
festivities,3,3
Kanthi,3,3
families integrated,3,3
Greater Colombo Region,3,3
trustworthiness Interest,3,3
Avurudu Games closer,3,3
Stories keen,3,3
kind,3,3
health guidelines HNB,3,3
School Germany,3,3
Institute Colombo Chapter,3,3
exceptional performance,3,3
Finance expert,3,3
Executive Director,3,3
Address Website,3,3
Branch Highlevel,3,3
HNB Branches,3,3
performance turnaround,3,3
Places Bronze,3,3
Group Central Finance,3,3
parent Legal,3,3
misuse loss,3,3
full potential,3,3
Digital,3,3
balance highinterest,3,3
Top Best Work,3,3
Home Loans,3,3
agents care,3,3
Chain,3,3
Vega,3,3
internationally Micro,3,3
sufficient financial,3,3
TisseraIndependent NonExecutive,3,3
Consulting Services Pvt,3,3
Jayamangala,3,3
Softlogic Life Insurance,3,3
members personal,3,3
customers Complaint Handling,3,3
Financial Reports,3,3
Pragmatism Positivity,3,3
Board Member,3,3
Member,3,3
requirement Section,3,3
lka Progressively embrace,3,3
path,3,3
Needy Illiterate Children,3,3
Business school executive,3,3
Piyopol,3,3
Faculty Member,3,3
Leeds University School,3,3
organization directly,3,3
Professional Postgraduate,3,3
Lanka Ins,3,3
Chartered Institute,3,3
Postgraduate Diploma,3,3
FINANCE HNB,3,3
copies,3,3
debt collection,3,3
Effective interest,3,3
Interim Financial,3,3
Seamlessly HNB FINANCE,3,3
Digital Implementation,3,3
Appropriately,3,3
Current base,3,3
Detailed transactional,3,3
corporate website Current,3,3
Financial assistance,3,3
resolution,3,3
Service Provider ISP,3,3
equitably fairly,3,3
top Great,3,3
browser type Internet,3,3
TAGS Awards committee,3,3
company relentless efforts,3,3
Free,3,3
internet protocol,3,3
Paper Read,3,3
ethic acknowledging,3,3
Wadinagala College,3,3
school executive Education,3,3
recovery officers,3,3
stories creative,3,3
Abeywickrama CM HOD,3,3
FINANCE Branch counters,3,3
customer service representatives,3,3
applicable Disclosure requirement,3,3
Buying,3,3
period Fees,3,3
period Due date,3,3
balance requirements,3,3
time stamp,3,3
Finance acquisition,3,3
Visits Contacts,3,3
Finance Plc Prior,3,3
Visits,3,3
Contacts,3,3
Personal Visits,3,3
difficult,3,3
brave step,3,3
journey also,3,3
work Asia,3,3
Executive Sameera Chandranath,3,3
business Suranga,3,3
community business,3,3
top great places,3,3
Ushan,3,3
Framework Safeguarding,3,3
Quick,3,3
remarkable year tenure,3,3
financial strategies,3,3
senior management roles,3,3
mission,3,3
synergies Prime,3,3
optimise synergies,3,3
